Application mode,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Admission grade,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
0.6785714285714285,0.9781080538260696,1.0,0.4285714285714285,0.4010526315789473,0.1578947368421053,0.0,0.0,0.0,0.0,0.679245283018868,0.0,0.1923076923076923,0.1111111111111111,0.0,0.0,0.0,0.0,0.1739130434782608,0.1515151515151515,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0
0.0,0.9781080538260696,1.0,0.0,0.5052631578947369,0.5684210526315789,0.0,1.0,0.0,0.0,0.0188679245283018,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.6054872280037843,0.0,0.0,0.2608695652173913,0.2121212121212121,0.3,0.5923076923076923,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285
0.7321428571428571,0.912432215304278,1.0,0.0,0.263157894736842,0.1978947368421051,0.0,0.0,1.0,0.0,0.1886792452830188,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0
0.0,1.0,0.0,0.0,0.5789473684210527,0.3873684210526316,0.0,0.0,0.0,0.0,0.2264150943396226,0.0,0.1923076923076923,0.1333333333333333,0.1538461538461538,0.6490066225165563,0.0,0.0,0.217391304347826,0.1818181818181818,0.25,0.5474358974358974,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957
0.6785714285714285,0.9152440249045992,1.0,0.0,0.4010526315789473,0.1999999999999999,0.0,0.0,1.0,0.0,0.2264150943396226,0.0,0.1923076923076923,0.1111111111111111,0.0384615384615384,0.6887417218543046,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.1511627906976745,0.4888888888888888,1.0
0.0,0.0138582044587266,1.0,0.0,0.5999999999999999,0.688421052631579,0.0,0.0,0.0,0.0,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.2857142857142857,0.9861417955412732,1.0,0.0,0.3894736842105262,0.3821052631578947,0.0,1.0,0.0,0.0,0.0754716981132075,0.0,0.2307692307692307,0.1777777777777777,0.1923076923076923,0.6251655629139073,0.0,0.0,0.2608695652173913,0.2424242424242424,0.2,0.5653846153846154,0.0,0.0,0.7555555555555555,0.5785997357992074
0.6785714285714285,1.0,0.0,0.2619047619047618,0.4010526315789473,0.1652631578947367,0.0,1.0,0.0,0.0,0.6226415094339623,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.6785714285714285,0.9090178750753164,1.0,0.0,0.1578947368421053,0.1578947368421053,0.0,0.0,0.0,0.0,0.3396226415094339,0.0,0.1923076923076923,0.3111111111111111,0.0384615384615384,0.6357615894039735,0.1666666666666666,0.0,0.217391304347826,0.3333333333333333,0.1,0.5653846153846154,0.0833333333333333,0.2093023255813954,0.0,0.1241743725231175
0.25,0.9090178750753164,1.0,0.0,0.4010526315789473,0.1536842105263156,0.0,1.0,0.0,0.0,0.0188679245283018,0.0,0.2307692307692307,0.2888888888888889,0.1538461538461538,0.6490066225165563,0.0,0.0,0.2608695652173913,0.4545454545454546,0.25,0.5923076923076923,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285
0.7499999999999999,1.0,0.0,0.0,0.368421052631579,0.331578947368421,0.0,0.0,1.0,0.0,0.1132075471698113,0.5,0.576923076923077,0.5333333333333333,0.4615384615384615,0.5827814569536424,0.0,0.5263157894736842,0.6086956521739131,0.6363636363636364,0.55,0.6118881118881119,0.0833333333333333,0.0,0.7555555555555555,0.5785997357992074
0.7321428571428571,0.9861417955412732,1.0,0.0,0.263157894736842,0.1968421052631579,0.0,1.0,0.0,0.0,0.0566037735849056,0.0,0.2307692307692307,0.1777777777777777,0.1923076923076923,0.5827814569536424,0.0,0.0,0.2608695652173913,0.303030303030303,0.15,0.5743589743589743,0.0,0.5930232558139535,1.0,0.3117569352708058
0.3035714285714285,0.9152440249045992,1.0,0.0,0.5473684210526315,0.4663157894736842,0.0,1.0,1.0,0.0,0.0566037735849056,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551
0.6785714285714285,0.9152440249045992,1.0,0.4285714285714285,0.4010526315789473,0.3473684210526315,0.0,1.0,1.0,0.0,0.6037735849056605,0.0,0.1923076923076923,0.2,0.1153846153846153,0.7417218543046358,0.0,0.0,0.217391304347826,0.2424242424242424,0.15,0.7358974358974358,0.0,0.1511627906976745,0.4888888888888888,1.0
0.6785714285714285,0.8014661578630247,0.0,0.3333333333333332,0.4010526315789473,0.0526315789473683,0.0,0.0,0.0,0.0,0.3773584905660377,0.0,0.1923076923076923,0.2,0.0,0.0,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.4166666666666666,0.2093023255813954,0.0,0.1241743725231175
0.1071428571428571,0.8014661578630247,0.0,0.0476190476190476,0.4736842105263157,0.4736842105263157,0.0,1.0,0.0,0.0,0.2452830188679245,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957
0.1071428571428571,0.9135368547901184,1.0,0.0476190476190476,0.4736842105263157,0.4736842105263157,0.0,1.0,0.0,0.0,0.1132075471698113,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551
0.2857142857142857,0.9259891544486843,1.0,0.0,0.431578947368421,0.354736842105263,0.0,1.0,0.0,0.0,0.0566037735849056,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.6181015452538631,0.0,0.0,0.2608695652173913,0.303030303030303,0.3,0.5923076923076923,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662
0.2857142857142857,0.9506929102229364,1.0,0.0,0.4736842105263157,0.3757894736842104,0.0,1.0,1.0,1.0,0.0188679245283018,0.0,0.2692307692307693,0.1555555555555555,0.2692307692307693,0.6738315988647114,0.0,0.0,0.3478260869565217,0.3333333333333333,0.4,0.6895299145299145,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285
0.6785714285714285,1.0,0.0,0.0,0.5789473684210527,0.2947368421052632,0.0,1.0,1.0,0.0,0.1886792452830188,0.0,0.1923076923076923,0.1777777777777777,0.1538461538461538,0.609271523178808,0.0,0.0,0.217391304347826,0.2727272727272727,0.15,0.5564102564102564,0.0,0.5930232558139535,1.0,0.3117569352708058
0.7499999999999999,0.9152440249045992,1.0,0.0,0.3263157894736841,0.0526315789473683,0.0,1.0,1.0,0.0,0.0943396226415094,0.0,0.1923076923076923,0.2444444444444444,0.0,0.0,0.0,0.0,0.217391304347826,0.2121212121212121,0.05,0.5384615384615384,0.0833333333333333,1.0,0.2444444444444444,0.4147952443857331
0.6785714285714285,1.0,0.0,0.0476190476190476,0.263157894736842,0.4105263157894736,0.0,1.0,0.0,0.0,0.1509433962264151,0.0,0.1923076923076923,0.3111111111111111,0.0384615384615384,0.5827814569536424,0.0,0.0,0.217391304347826,0.3333333333333333,0.1,0.682051282051282,0.3333333333333333,1.0,0.2444444444444444,0.4147952443857331
0.2857142857142857,0.0138582044587266,1.0,0.0,0.4736842105263157,0.54,0.0,1.0,0.0,1.0,0.0188679245283018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058
0.2857142857142857,0.9135368547901184,1.0,0.0,0.2842105263157894,0.2810526315789474,0.0,0.0,0.0,0.0,0.0943396226415094,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0606060606060606,0.0,0.0,0.1666666666666666,0.2093023255813954,0.0,0.1241743725231175
0.6785714285714285,0.956316529423579,1.0,0.4285714285714285,0.4010526315789473,0.0473684210526315,1.0,0.0,0.0,1.0,0.3773584905660377,0.0,0.2692307692307693,0.2888888888888889,0.0384615384615384,0.847682119205298,0.0,0.0,0.3043478260869565,0.3636363636363636,0.0,0.0,0.0,0.1511627906976745,0.4888888888888888,1.0
0.7499999999999999,0.9259891544486843,1.0,0.0,0.4736842105263157,0.3263157894736841,0.0,1.0,0.0,0.0,0.0377358490566037,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.3636363636363636,0.0,0.0,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957
0.3035714285714285,0.9075115485037156,1.0,0.0,0.2315789473684211,0.3463157894736841,0.0,1.0,1.0,0.0,0.0566037735849056,0.0,0.2307692307692307,0.1333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.1818181818181818,0.0,0.0,0.0,0.2093023255813954,0.0,0.1241743725231175
0.0,0.9135368547901184,1.0,0.0,0.5157894736842106,0.4494736842105262,0.0,0.0,0.0,0.0,0.1132075471698113,0.0,0.1923076923076923,0.2,0.0,0.0,0.25,0.0526315789473684,0.217391304347826,0.303030303030303,0.05,0.6461538461538461,0.25,0.372093023255814,0.4888888888888888,0.7661822985468957
0.2857142857142857,0.956316529423579,1.0,0.0,0.3157894736842104,0.2789473684210526,0.0,1.0,0.0,0.0,0.0566037735849056,0.0,0.2692307692307693,0.2888888888888889,0.1538461538461538,0.7152317880794702,0.0,0.0,0.3043478260869565,0.3333333333333333,0.2,0.6044230769230768,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285
0.1071428571428571,0.9506929102229364,1.0,0.0476190476190476,0.368421052631579,0.368421052631579,0.0,1.0,0.0,0.0,0.490566037735849,0.0,0.2692307692307693,0.1555555555555555,0.1153846153846153,0.7328918322295807,0.0833333333333333,0.0,0.3043478260869565,0.2121212121212121,0.0,0.0,0.0,1.0,0.2444444444444444,0.4147952443857331
0.1071428571428571,0.9152440249045992,1.0,0.0476190476190476,0.368421052631579,0.368421052631579,0.0,1.0,0.0,0.0,0.1509433962264151,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058
0.0,0.9677646113677444,1.0,0.0,0.3999999999999999,0.3484210526315789,0.0,1.0,1.0,1.0,0.0188679245283018,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.6887417218543046,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.7,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662
0.6785714285714285,0.9259891544486843,1.0,0.0,0.4010526315789473,0.1052631578947367,1.0,0.0,0.0,0.0,0.1320754716981132,0.0,0.2307692307692307,0.3111111111111111,0.2307692307692307,0.597918637653737,0.0,0.0,0.2608695652173913,0.4848484848484848,0.15,0.5564102564102564,0.0,0.1511627906976745,0.4888888888888888,1.0
0.2857142857142857,0.9243824061056436,1.0,0.0,0.4736842105263157,0.3115789473684209,1.0,0.0,1.0,0.0,0.0566037735849056,0.15,0.3461538461538461,0.2,0.1153846153846153,0.7064017660044151,0.0,0.1052631578947368,0.2608695652173913,0.1818181818181818,0.1,0.673076923076923,0.0,0.1511627906976745,0.4888888888888888,1.0
0.0,0.9259891544486843,1.0,0.0,0.2736842105263157,0.1778947368421053,0.0,0.0,1.0,0.0,0.0566037735849056,0.0,0.2307692307692307,0.3111111111111111,0.0769230769230769,0.5562913907284768,0.0,0.0,0.2608695652173913,0.4848484848484848,0.0,0.0,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957
0.8928571428571428,0.912432215304278,1.0,0.0,0.4736842105263157,0.5789473684210527,0.0,1.0,1.0,0.0,0.1132075471698113,0.0,0.1923076923076923,0.1555555555555555,0.0769230769230769,0.6887417218543046,0.0,0.0,0.217391304347826,0.3333333333333333,0.05,0.5384615384615384,0.0,0.1511627906976745,0.4888888888888888,1.0
0.9285714285714284,0.9090178750753164,1.0,0.9761904761904762,0.368421052631579,0.3557894736842106,0.0,1.0,0.0,0.0,0.0754716981132075,0.35,0.3846153846153846,0.2666666666666666,0.3076923076923077,0.6821192052980133,0.0,0.2105263157894736,0.3913043478260869,0.4242424242424242,0.25,0.7215384615384615,0.0,0.1511627906976745,0.4888888888888888,1.0
0.2857142857142857,0.9677646113677444,1.0,0.0,0.3157894736842104,0.32,0.0,1.0,1.0,0.0,0.0377358490566037,0.0,0.1923076923076923,0.1333333333333333,0.1153846153846153,0.7064017660044151,0.0,0.0,0.217391304347826,0.1515151515151515,0.05,0.5923076923076923,0.0,0.0,0.7555555555555555,0.5785997357992074
0.25,0.912432215304278,1.0,0.0,0.4010526315789473,0.0526315789473683,1.0,1.0,1.0,0.0,0.0754716981132075,0.0,0.1923076923076923,0.1111111111111111,0.0,0.0,0.0,0.0,0.2608695652173913,0.2424242424242424,0.0,0.0,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285
0.3035714285714285,0.9781080538260696,1.0,0.0,0.3473684210526315,0.2852631578947366,0.0,1.0,1.0,0.0,0.0377358490566037,0.0,0.2307692307692307,0.2,0.1538461538461538,0.6622516556291391,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.6102564102564102,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957
0.6785714285714285,1.0,0.0,0.2619047619047618,0.368421052631579,0.2526315789473683,0.0,0.0,1.0,0.0,0.7169811320754718,0.0,0.1923076923076923,0.1111111111111111,0.0,0.0,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.6785714285714285,1.0,0.0,0.0,0.263157894736842,0.2684210526315789,0.0,1.0,1.0,0.0,0.2452830188679245,0.0,0.1923076923076923,0.1111111111111111,0.0769230769230769,0.5827814569536424,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.6785714285714285,0.9259891544486843,1.0,0.1904761904761904,0.4010526315789473,0.1578947368421053,0.0,0.0,0.0,0.0,0.2075471698113207,0.0,0.1923076923076923,0.2222222222222222,0.0,0.0,0.0,0.0,0.217391304347826,0.303030303030303,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.0,0.9152440249045992,1.0,0.0,0.4736842105263157,0.3599999999999999,0.0,1.0,0.0,0.0,0.169811320754717,0.0,0.1923076923076923,0.1333333333333333,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0
0.0,0.9506929102229364,1.0,0.0,0.463157894736842,0.3526315789473684,0.0,1.0,0.0,0.0,0.0377358490566037,0.0,0.3076923076923077,0.2222222222222222,0.2307692307692307,0.6922737306843267,0.0,0.0,0.3478260869565217,0.303030303030303,0.3,0.7035897435897436,0.0,0.5930232558139535,1.0,0.3117569352708058
0.2857142857142857,0.9135368547901184,1.0,0.0,0.2315789473684211,0.1947368421052631,0.0,1.0,0.0,0.0,0.0377358490566037,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.6004415011037528,0.0,0.0,0.2608695652173913,0.3636363636363636,0.2,0.7403846153846153,0.0,0.1511627906976745,0.4888888888888888,1.0
0.6785714285714285,0.9152440249045992,1.0,0.0,0.263157894736842,0.1578947368421053,0.0,1.0,1.0,0.0,0.1886792452830188,0.0,0.1923076923076923,0.2888888888888889,0.1153846153846153,0.5695364238410596,0.0,0.0,0.217391304347826,0.2727272727272727,0.15,0.5564102564102564,0.0,0.9186046511627908,0.7999999999999999,0.0
0.2857142857142857,0.9075115485037156,1.0,0.0,0.4105263157894736,0.4031578947368421,0.0,1.0,1.0,0.0,0.0188679245283018,0.0,0.2307692307692307,0.1555555555555555,0.1923076923076923,0.5721854304635762,0.0833333333333333,0.0,0.2608695652173913,0.1818181818181818,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.6785714285714285,0.9243824061056436,1.0,0.0,0.4010526315789473,0.2684210526315789,0.0,0.0,1.0,0.0,0.2830188679245283,0.0,0.2307692307692307,0.2222222222222222,0.0769230769230769,0.5827814569536424,0.0,0.0,0.2608695652173913,0.3636363636363636,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.0,0.9243824061056436,1.0,0.0,0.4010526315789473,0.2421052631578946,0.0,1.0,0.0,0.0,0.0377358490566037,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058
0.1071428571428571,0.9506929102229364,1.0,0.0952380952380952,0.4736842105263157,0.4736842105263157,0.0,0.0,0.0,0.0,0.4150943396226415,0.0,0.2692307692307693,0.0,0.0,0.0,0.0,0.0,0.3478260869565217,0.0,0.0,0.0,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551
0.6785714285714285,0.912432215304278,1.0,0.4285714285714285,0.263157894736842,0.0378947368421052,1.0,0.0,1.0,0.0,0.2075471698113207,0.0,0.1923076923076923,0.2222222222222222,0.0,0.0,0.0,0.0,0.217391304347826,0.2121212121212121,0.0,0.0,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551
0.0,0.912432215304278,1.0,0.0,0.263157894736842,0.2305263157894737,0.0,1.0,1.0,0.0,0.0188679245283018,0.0,0.1923076923076923,0.2,0.0384615384615384,0.6887417218543046,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.1511627906976745,0.4888888888888888,1.0
0.6785714285714285,0.9135368547901184,1.0,0.1904761904761904,0.4010526315789473,0.131578947368421,0.0,1.0,1.0,0.0,0.2264150943396226,0.0,0.1923076923076923,0.1111111111111111,0.0,0.0,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.2857142857142857,0.9243824061056436,1.0,0.0,0.5052631578947369,0.3473684210526315,0.0,1.0,0.0,0.0,0.0377358490566037,0.0,0.2307692307692307,0.2444444444444444,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.2093023255813954,0.0,0.1241743725231175
0.6785714285714285,1.0,0.0,0.0,0.463157894736842,0.4810526315789472,0.0,1.0,1.0,0.0,0.1509433962264151,0.0,0.1923076923076923,0.2888888888888889,0.0384615384615384,0.5298013245033113,0.0,0.0,0.217391304347826,0.2424242424242424,0.1,0.6102564102564102,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551
0.8928571428571428,0.9075115485037156,1.0,0.0,0.5052631578947369,0.263157894736842,0.0,1.0,0.0,0.0,0.0754716981132075,0.15,0.3846153846153846,0.2222222222222222,0.3846153846153846,0.6887417218543046,0.0,0.2631578947368421,0.4782608695652174,0.3333333333333333,0.5,0.6138461538461538,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285
0.2857142857142857,0.9243824061056436,1.0,0.0,0.4421052631578948,0.3242105263157895,0.0,0.0,0.0,1.0,0.0188679245283018,0.0,0.2307692307692307,0.2222222222222222,0.2307692307692307,0.6710816777041942,0.0,0.0,0.2608695652173913,0.1818181818181818,0.1,0.6192307692307691,0.0,0.5930232558139535,1.0,0.3117569352708058
0.0,0.9861417955412732,1.0,0.0,0.2947368421052632,0.191578947368421,0.0,1.0,0.0,0.0,0.0566037735849056,0.0,0.2307692307692307,0.2666666666666666,0.1538461538461538,0.6357615894039735,0.0,0.0,0.2608695652173913,0.3333333333333333,0.05,0.5384615384615384,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957
0.0,0.9677646113677444,1.0,0.0,0.2315789473684211,0.1505263157894736,1.0,0.0,0.0,1.0,0.0377358490566037,0.0,0.2307692307692307,0.1555555555555555,0.1923076923076923,0.6357615894039735,0.0,0.0,0.2608695652173913,0.2727272727272727,0.2,0.673076923076923,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551
0.0,0.9259891544486843,1.0,0.0,0.1578947368421053,0.191578947368421,0.0,1.0,0.0,0.0,0.1320754716981132,0.0,0.2307692307692307,0.3111111111111111,0.0769230769230769,0.5562913907284768,0.0,0.0,0.2608695652173913,0.3333333333333333,0.05,0.5384615384615384,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957
0.6785714285714285,1.0,0.0,0.0,0.263157894736842,0.4021052631578945,0.0,1.0,1.0,0.0,0.2830188679245283,0.0,0.1923076923076923,0.1111111111111111,0.0,0.0,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.6785714285714285,0.9861417955412732,1.0,0.0,0.4736842105263157,0.3494736842105261,0.0,0.0,0.0,0.0,0.2452830188679245,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058
0.1071428571428571,0.9090178750753164,1.0,0.9285714285714284,0.5789473684210527,0.5789473684210527,1.0,0.0,0.0,0.0,0.169811320754717,0.0,0.1153846153846153,0.0666666666666666,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.1511627906976745,0.4888888888888888,1.0
0.3035714285714285,0.9152440249045992,1.0,0.0,0.4010526315789473,0.063157894736842,0.0,0.0,1.0,0.0,0.1132075471698113,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.0,0.1511627906976745,0.4888888888888888,1.0
0.2857142857142857,0.912432215304278,1.0,0.0,0.3578947368421052,0.2326315789473683,0.0,1.0,1.0,0.0,0.0377358490566037,0.0,0.1923076923076923,0.2222222222222222,0.0,0.0,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074
0.6785714285714285,0.9007832898172324,1.0,0.0,0.368421052631579,0.3273684210526315,0.0,0.0,1.0,0.0,0.1886792452830188,0.0,0.2307692307692307,0.1333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.2424242424242424,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0
